0 48039 48014
1 48047 48013
2 48009 47983
3 48045 47980
4 48013 50251
5 48046 47862
6 48045 47922
7 48015 47925
8 48045 48016
9 48025 47985
10 48035 48006
11 48047 48016
12 48047 48019
13 48047 48022
14 48047 48020
15 48047 48022
16 48025 48413
17 48016 47990
18 48047 48019
19 48047 48016
20 48047 48021
21 48047 48021
22 48048 48024
23 48047 48022
24 48029 48004
25 48043 48018
26 48045 48019
27 48045 48019
28 48007 47983
29 48045 48022
30 48045 48019
31 48021 47997
32 48045 48022
33 48043 48020
34 48020 47997
35 48045 48022
36 48045 48021
37 48015 47991
38 48039 48014
39 48045 48020
