0 48045 48021
1 48045 48017
2 48047 48022
3 48047 47968
4 48047 47921
5 48013 47732
6 48047 47913
7 48047 47836
8 48045 48020
9 48045 48009
10 48045 48022
11 48045 48020
12 48045 48019
13 48013 47987
14 48046 48020
15 48045 48021
16 48045 48020
17 48045 48021
18 48047 48022
19 48047 48022
20 48025 48000
21 48037 48012
22 48047 48021
23 48007 47979
24 48016 47989
25 48039 48014
26 48045 48020
27 48019 47994
28 48045 48020
29 48045 48021
30 48045 48021
31 48045 48021
32 48045 48022
33 48039 48013
34 48047 48022
35 48047 48021
36 48047 48022
37 48034 48008
38 48027 48002
39 48045 48021
