0 48045 47441
1 48047 46333
2 48045 47057
3 48017 45340
4 48031 44661
5 48007 45139
6 48045 44271
7 48043 44436
8 48047 46266
9 48045 47679
10 48017 47782
11 48045 47883
12 48027 47285
13 48045 47462
14 48023 47941
15 48045 47916
16 48013 47859
17 48045 47729
18 48017 47685
19 48041 47931
20 48047 47604
21 48023 47622
22 48029 47736
23 48007 47691
24 48047 47654
25 48047 47737
26 48047 47659
27 48047 47692
28 48047 44416
29 48045 47620
30 48047 47847
31 48017 47701
32 48045 47643
33 48045 47562
34 48021 47733
35 48045 47735
36 48045 47832
37 48025 47798
38 48019 47908
39 48031 47635
