0 48045 47101
1 48045 46890
2 48027 45448
3 48031 40084
4 48048 39385
5 48047 44556
6 48048 32492
7 48048 43767
8 48047 46830
9 48045 46958
10 48047 47611
11 48021 47782
12 48007 47323
13 48047 47804
14 48047 47668
15 48047 47391
16 48035 47850
17 48047 47719
18 48027 47669
19 48043 47871
20 48047 47768
21 48031 47775
22 48047 47872
23 48047 47815
24 48039 47764
25 48047 47642
26 48021 47409
27 48047 47531
28 48047 40618
29 48047 47440
30 48047 47243
31 48047 47803
32 48048 47514
33 48033 47714
34 48029 47731
35 48005 47723
36 48045 47878
37 48045 47882
38 48013 47790
39 48045 47543
