0 48045 46958
1 48045 46730
2 48047 47083
3 48047 46154
4 48047 45830
5 48045 45500
6 48017 46319
7 48023 45954
8 48045 46889
9 48045 47365
10 48045 47836
11 48045 47922
12 48045 47666
13 48029 47952
14 48039 47548
15 48047 47607
16 48007 47486
17 48047 47738
18 48047 47726
19 48047 47916
20 48045 47564
21 48035 47608
22 48015 47783
23 48045 47644
24 48045 47525
25 48045 47764
26 48007 47687
27 48045 47761
28 48047 44818
29 48047 47508
30 48047 47863
31 48047 47749
32 48045 47883
33 48045 47730
34 48045 47855
35 48045 47903
36 48045 47967
37 48025 47882
38 48027 47968
39 48039 47937
