0 48033 48010
1 48047 47968
2 48047 47998
3 48047 44740
4 48047 44118
5 48048 44698
6 48047 42756
7 48043 42708
8 48013 47955
9 48047 47941
10 48047 48021
11 48048 48022
12 48027 48004
13 48045 48022
14 48045 48023
15 48041 48017
16 48014 47990
17 48041 48016
18 48045 48021
19 48045 48021
20 48045 48021
21 48045 48019
22 48027 48002
23 48035 48008
24 48015 47991
25 48039 48016
26 48045 48021
27 48045 48022
28 48045 48020
29 48045 48022
30 48047 48023
31 48047 48022
32 48029 48005
33 48031 48008
34 48033 48009
35 48047 48023
36 48047 48023
37 48047 48023
38 48047 48023
39 48045 48023
