0 48048 47275
1 48045 45751
2 48016 42785
3 48045 40248
4 48045 39888
5 48027 45134
6 48017 39063
7 48029 46416
8 48048 46609
9 48047 47524
10 48048 47773
11 48008 47790
12 48047 47423
13 48045 47574
14 48037 47945
15 48039 47918
16 48045 47600
17 48045 47479
18 48046 47733
19 48045 47928
20 48045 47655
21 48035 47503
22 48039 47706
23 48027 47392
24 48047 47035
25 48047 47368
26 48027 47438
27 48047 47749
28 48009 41240
29 48047 47810
30 48015 47608
31 48047 47903
32 48047 47728
33 48048 47634
34 48048 47532
35 48047 47631
36 48045 47601
37 48037 47737
38 48017 47944
39 48031 47855
