0 48047 48023
1 48047 47958
2 48019 47995
3 48047 46881
4 48043 46741
5 48043 45782
6 48043 46930
7 48045 47237
8 48045 48017
9 48045 48010
10 48011 47985
11 48045 48019
12 48025 47999
13 48045 48021
14 48045 48017
15 48017 47993
16 48045 48020
17 48045 48020
18 48045 48021
19 48045 48020
20 48031 48007
21 48047 48023
22 48049 48023
23 48015 47989
24 48047 48021
25 48011 47985
26 48048 48022
27 48047 48021
28 48047 48021
29 48048 48022
30 48047 48023
31 48047 48023
32 48037 48012
33 48017 47990
34 48031 48006
35 48047 48022
36 48047 48022
37 48047 48023
38 48047 48023
39 48045 48022
