0 48035 48014
1 48038 47643
2 48013 47954
3 48047 45894
4 48047 44659
5 48047 45555
6 48047 40252
7 48047 44876
8 48047 48009
9 48047 47899
10 48025 47997
11 48048 48022
12 48048 48020
13 48007 47983
14 48045 48020
15 48027 48002
16 48042 48018
17 48031 48007
18 48045 48020
19 48035 48009
20 48035 48008
21 48047 48021
22 48029 48004
23 48047 47990
24 48048 48004
25 48041 48018
26 48045 48021
27 48045 48021
28 48032 48008
29 48045 48020
30 48045 48023
31 48047 48023
32 48041 48015
33 48011 47988
34 48031 48004
35 48047 48023
36 48047 48022
37 48047 48023
38 48047 48023
39 48047 48023
