0 48045 48021
1 48047 48015
2 48045 48019
3 48013 47874
4 48047 47824
5 48047 47411
6 48047 47723
7 48047 47803
8 48048 48016
9 48047 47994
10 48037 48009
11 48044 48017
12 48045 48018
13 48045 48019
14 48045 48021
15 48047 48022
16 48047 48019
17 48025 47996
18 48047 48017
19 48048 48019
20 48045 48019
21 48023 47999
22 48045 48015
23 48045 48021
24 48045 48021
25 48043 48019
26 48027 48005
27 48041 48014
28 48045 48020
29 48025 48001
30 48045 48020
31 48045 48020
32 48013 47989
33 48047 48022
34 48013 47987
35 48047 48022
36 48047 48023
37 48047 48021
38 48011 47985
39 48047 48021
