0 48045 48023
1 48023 47879
2 48039 47956
3 48047 45022
4 48047 45927
5 48043 43546
6 48035 45033
7 48048 44865
8 48045 47962
9 48013 47938
10 48045 48020
11 48048 48023
12 48015 47989
13 48043 48019
14 48039 48014
15 48023 47997
16 48047 48022
17 48048 48023
18 48047 48023
19 48047 48023
20 48017 47992
21 48043 48019
22 48047 48022
23 48045 48021
24 48045 48022
25 48031 48007
26 48045 48022
27 48045 48023
28 48017 47995
29 48043 48021
30 48016 47993
31 48045 48019
32 48047 48025
33 48017 47991
34 48041 48019
35 48047 48025
36 48047 48025
37 48047 48025
38 48045 48023
39 48023 48001
