0 48045 47475
1 48020 47083
2 48039 47021
3 48023 46114
4 48009 45191
5 48021 45155
6 48021 42167
7 48009 41745
8 48047 46331
9 48047 46928
10 48048 47778
11 48047 47528
12 48025 47205
13 48018 47763
14 48029 47884
15 48047 47834
16 48047 47879
17 48047 47775
18 48047 47569
19 48048 47498
20 48047 47651
21 48039 47566
22 48045 47600
23 48015 47808
24 48047 47763
25 48033 47523
26 48047 47650
27 48047 47577
28 48025 45507
29 48037 47561
30 48047 47752
31 48047 47531
32 48048 47685
33 48047 47625
34 48048 47836
35 48029 47735
36 48034 47614
37 48047 47879
38 48047 47901
39 48045 47624
