0 48035 47312
1 48046 46273
2 48045 45019
3 48017 38323
4 48011 41796
5 48045 45495
6 48047 45530
7 48017 44242
8 48047 46833
9 48048 47025
10 48048 47774
11 48047 47937
12 48043 47690
13 48037 47884
14 48045 47964
15 48047 47907
16 48009 47787
17 48045 47813
18 48035 47714
19 48039 47633
20 48037 47666
21 48045 47608
22 48045 47880
23 48006 47822
24 48033 47787
25 48037 47665
26 48047 47563
27 48033 47725
28 48025 42371
29 48048 47715
30 48048 47868
31 48021 47704
32 48037 47762
33 48045 47751
34 48011 47853
35 48037 47821
36 48037 47950
37 48034 47820
38 48037 47987
39 48039 47753
