0 48048 47202
1 48007 47071
2 48007 47196
3 48029 46357
4 48047 45983
5 48047 45277
6 48047 46039
7 48045 46230
8 48047 47207
9 48037 45672
10 48009 47585
11 48045 47321
12 48009 47292
13 48045 47811
14 48042 47923
15 48019 47868
16 48009 47862
17 48045 47754
18 48045 47691
19 48029 47711
20 48017 47673
21 48041 47809
22 48027 47865
23 48047 47864
24 48047 47753
25 48047 47738
26 48048 47648
27 48042 47567
28 48013 40121
29 48047 47530
30 48047 47675
31 48047 47383
32 48047 47634
33 48047 47608
34 48045 47875
35 48017 47823
36 48013 47850
37 48041 47865
38 48034 47782
39 48045 47555
