0 48038 48017
1 48047 47972
2 48047 48004
3 48021 46379
4 48047 43316
5 48009 45591
6 48047 46572
7 48011 46414
8 48041 47925
9 48047 47979
10 48047 48019
11 48047 48020
12 48048 48022
13 48045 48020
14 48031 48006
15 48014 47988
16 48045 48020
17 48045 48020
18 48045 48019
19 48047 48020
20 48047 48019
21 48047 48015
22 48045 48017
23 48031 47974
24 48009 47984
25 48045 48019
26 48045 48020
27 48045 48021
28 48047 48023
29 48047 48022
30 48045 48020
31 48027 48003
32 48025 48003
33 48045 48022
34 48009 47986
35 48045 48024
36 48046 48025
37 48015 47993
38 48045 48023
39 48041 48019
