0 48047 47433
1 48030 46720
2 48043 46706
3 48045 46277
4 48045 46222
5 48047 46717
6 48047 47222
7 48020 47034
8 48037 47744
9 48019 47604
10 48039 47811
11 48023 47838
12 48047 47411
13 48030 47671
14 48045 47948
15 48045 47884
16 48045 47703
17 48047 47721
18 48039 47684
19 48047 47701
20 48047 47696
21 48048 47752
22 48047 47869
23 48029 47831
24 48047 47758
25 48033 47737
26 48031 47571
27 48045 47674
28 48045 44294
29 48045 47533
30 48045 47663
31 48021 47624
32 48045 47575
33 48013 47647
34 48015 47595
35 48039 47733
36 48017 47760
37 48045 47826
38 48045 47832
39 48046 47274
