0 48049 48023
1 48049 48003
2 48049 47990
3 48023 47960
4 48041 47955
5 48047 47854
6 48045 47963
7 48047 47989
8 48047 48020
9 48048 48006
10 48023 47998
11 48035 48006
12 48045 48019
13 48034 48009
14 48046 48019
15 48045 48021
16 48013 47989
17 48045 48021
18 48047 48021
19 48035 48010
20 48009 47984
21 48034 48009
22 48045 48021
23 48048 48024
24 48041 48015
25 48021 47998
26 48045 48015
27 48045 48020
28 48039 48005
29 48048 47927
30 48016 47938
31 48045 48020
32 48041 48016
33 48041 48017
34 48043 48019
35 48034 48010
36 48021 47997
37 48029 48004
38 48045 48020
39 48045 48020
