0 48017 47992
1 48027 47999
2 48019 47994
3 48045 47925
4 48011 47562
5 48045 47145
6 48047 47758
7 48009 47915
8 48029 47993
9 48045 48004
10 48039 48011
11 48039 48013
12 48045 48019
13 48045 48021
14 48045 48017
15 48045 48021
16 48047 48019
17 48047 48021
18 48045 48017
19 48031 48006
20 48048 48022
21 48047 48021
22 48047 48022
23 48048 48023
24 48047 48020
25 48035 48009
26 48047 48023
27 48045 48020
28 48045 48020
29 48031 48005
30 48033 48006
31 48045 48021
32 48029 48006
33 48045 48022
34 48019 47995
35 48031 48007
36 48013 47990
37 48025 48001
38 48045 48022
39 48035 48012
