0 48023 47999
1 48045 48013
2 48043 48017
3 48023 47860
4 48048 47940
5 48047 47890
6 48017 47942
7 48035 47942
8 48047 48013
9 48025 47993
10 48035 48008
11 48039 48011
12 48031 48003
13 48047 47461
14 48009 47170
15 48047 47629
16 48047 48021
17 48027 48002
18 48047 48021
19 48035 48008
20 48047 48006
21 48047 47727
22 48047 47916
23 48048 48023
24 48048 48023
25 48047 48022
26 48039 48015
27 48045 48018
28 48017 47988
29 48048 48019
30 48029 48002
31 48048 48021
32 48019 47993
33 48047 48022
34 48037 48014
35 48009 47985
36 48015 47991
37 48025 48002
38 48045 48022
39 48045 48021
