0 48045 48022
1 48045 48013
2 48011 47981
3 48045 47957
4 48045 47906
5 48027 46933
6 48047 47850
7 48035 47819
8 48013 47988
9 48047 48008
10 48039 48015
11 48025 47999
12 48007 47983
13 48047 48021
14 48047 48021
15 48047 48020
16 48035 48009
17 48029 48004
18 48045 48021
19 48045 48020
20 48045 48018
21 48045 48022
22 48047 48021
23 48045 48020
24 48009 47973
25 48032 47989
26 48007 47981
27 48047 48021
28 48047 48021
29 48047 48020
30 48047 48022
31 48047 48021
32 48033 48007
33 48045 48022
34 48045 48022
35 48045 48022
36 48045 48021
37 48045 48021
38 48017 47995
39 48043 48021
