0 48009 47077
1 48045 46450
2 48045 46255
3 48011 44404
4 48045 43610
5 48033 45178
6 48045 32373
7 48011 35957
8 48048 44207
9 48047 45591
10 48048 47819
11 48045 47914
12 48045 47692
13 48043 47931
14 48027 47890
15 48037 47902
16 48037 47778
17 48035 47788
18 48038 47689
19 48037 47873
20 48039 47652
21 48039 47477
22 48025 47700
23 48019 47687
24 48034 47714
25 48015 47629
26 48045 47601
27 48016 47723
28 48045 45388
29 48045 47591
30 48016 47779
31 48045 47576
32 48025 47611
33 48013 47739
34 48023 47841
35 48047 47950
36 48047 47986
37 48047 47993
38 48047 47741
39 48047 47668
