0 48045 48023
1 48047 46574
2 48021 47969
3 48048 44638
4 48047 44982
5 48047 45570
6 48047 44333
7 48045 45177
8 48047 48019
9 48048 47997
10 48007 47981
11 48029 48003
12 48027 48001
13 48047 48019
14 48047 48023
15 48047 48019
16 48017 47992
17 48019 47994
18 48047 48021
19 48041 48015
20 48015 47989
21 48047 48013
22 48047 48016
23 48047 48023
24 48047 48022
25 48047 48021
26 48048 48023
27 48017 47992
28 48037 48013
29 48047 48022
30 48047 48023
31 48047 48022
32 48047 48023
33 48045 48024
34 48035 48014
35 48045 48024
36 48045 48024
37 48031 48010
38 48009 47988
39 48045 48024
