0 48045 48024
1 48027 47967
2 48045 47984
3 48021 44222
4 48043 43226
5 48033 44767
6 48034 43543
7 48037 44559
8 48033 48004
9 48047 47880
10 48047 48018
11 48047 48019
12 48047 48021
13 48041 48016
14 48013 47988
15 48047 48021
16 48035 48010
17 48047 48022
18 48048 48022
19 48015 47990
20 48047 48022
21 48047 48021
22 48037 48009
23 48039 48013
24 48029 48006
25 48045 48023
26 48025 48001
27 48045 48022
28 48045 48023
29 48037 48014
30 48021 47998
31 48009 47987
32 48019 47998
33 48011 47990
34 48031 48010
35 48045 48024
36 48046 48024
37 48015 47994
38 48039 48018
39 48045 48024
