0 48045 48024
1 48031 46796
2 48035 47729
3 48045 44316
4 48045 45783
5 48047 44123
6 48047 45291
7 48047 46356
8 48041 48010
9 48045 47984
10 48035 48011
11 48045 48020
12 48045 48019
13 48019 47987
14 48047 48024
15 48031 48010
16 48040 48011
17 48039 48015
18 48045 48022
19 48015 47991
20 48041 48019
21 48045 48021
22 48019 47995
23 48047 48018
24 48047 48018
25 48033 48002
26 48048 47719
27 48047 47882
28 48047 47945
29 48045 47982
30 48047 47651
31 48047 48022
32 48039 48013
33 48045 48021
34 48047 48025
35 48047 48021
36 48031 48009
37 48045 48024
38 48043 48023
39 48041 48019
